idSess,soc_dis,t_dis,g,idx_theta_w,idx_theta_l
3577814,0.0,0.0,0.6683030402403549,-1,-1
3577779,0.0,0.0,0.6054321344782831,0,-1
3577965,0.0,0.0,0.6683030402403549,-1,-1
3577908,0.0,0.0,0.6683030402403549,-1,-1
3577905,0.0,0.0,0.6683030402403549,-1,-1
3577963,0.0,0.0,0.6683030402403549,-1,-1
3577977,0.05893323479191541,3.0,0.4053784905265786,0,1
3578067,0.0,0.0,0.6054321344782831,0,-1
3578083,0.0,0.0,0.46824939628865037,-1,1
3578085,0.05893323479191541,3.0,0.4053784905265786,0,1
3578020,0.0,0.0,0.6683030402403549,-1,-1
3578088,0.0,0.0,0.46824939628865037,-1,1
3578117,0.0,0.0,0.46824939628865037,-1,1
3578167,0.0,0.0,0.6683030402403549,-1,-1
3578220,0.0,0.0,0.6054321344782831,0,-1
3578239,0.0,0.0,0.46824939628865037,-1,1
3578311,0.08749642925553869,3.0,0.42822904609747725,1,1
3578357,0.0,0.0,0.46824939628865037,-1,1
3578400,0.0,0.0,0.6683030402403549,-1,2
3578484,0.08749642925553869,3.0,0.42822904609747725,1,1
3578503,0.08749642925553869,3.0,0.42822904609747725,1,1
3578521,0.08749642925553869,3.0,0.42822904609747725,1,1
3578604,0.05893323479191541,3.0,0.4053784905265786,0,1
3578655,0.0,0.0,0.6683030402403549,-1,-1
3578723,0.0,0.0,0.6054321344782831,0,-1
3578716,0.0,0.0,0.6054321344782831,0,-1
3578717,0.08749642925553869,3.0,0.42822904609747725,1,1
3578726,0.0,0.0,0.46824939628865037,-1,1
3578736,0.05893323479191541,3.0,0.4053784905265786,0,1
3578811,0.08749642925553869,3.0,0.42822904609747725,1,1
3578844,0.0,0.0,0.6683030402403549,-1,-1
3578832,0.0,0.0,0.46824939628865037,-1,1
3578934,0.05893323479191541,3.0,0.4053784905265786,0,1
3579031,0.0,0.0,0.6683030402403549,-1,-1
3579010,0.0,0.0,0.46824939628865037,-1,1
3579008,0.0,0.0,0.6054321344782831,0,-1
3578976,0.0,0.0,0.46824939628865037,-1,1
3578988,0.0,0.0,0.46824939628865037,-1,1
3579027,0.0,0.0,0.6683030402403549,-1,2
3579047,0.0,0.0,0.6683030402403549,-1,-1
3579038,0.15419701290749385,6.0,0.6683030402403549,2,2
3579233,0.0,0.0,0.46824939628865037,-1,1
3579236,0.0,0.0,0.6054321344782831,0,-1
3579396,0.0,0.0,0.46824939628865037,-1,1
3579372,0.0,0.0,0.46824939628865037,-1,1
3579383,0.0,0.0,0.46824939628865037,-1,1
3579379,0.15419701290749385,6.0,0.6683030402403549,2,2
3579308,0.0,0.0,0.6683030402403549,-1,-1
3579450,0.0,0.0,0.46824939628865037,-1,1
3579400,0.05893323479191541,3.0,0.4053784905265786,0,1
3579403,0.0,0.0,0.6683030402403549,-1,2
3579536,0.15419701290749385,6.0,0.6683030402403549,2,2
3579570,0.05893323479191541,3.0,0.4053784905265786,0,1
3579644,0.08749642925553869,3.0,0.42822904609747725,1,1
3579738,0.0,0.0,0.6054321344782831,0,-1
3579754,0.0,0.0,0.6683030402403549,-1,-1
3579774,0.05893323479191541,6.0,0.6054321344782831,0,2
3579807,0.08749642925553869,6.0,0.6282826900491818,1,2
3579918,0.0,0.0,0.6683030402403549,-1,-1
3579902,0.05893323479191541,3.0,0.4053784905265786,0,1
3579932,0.0,0.0,0.6683030402403549,-1,-1
3579934,0.0,0.0,0.6683030402403549,-1,-1
3579975,0.0,0.0,0.46824939628865037,-1,1
3580145,0.08749642925553869,3.0,0.42822904609747725,1,1
3579996,0.08749642925553869,6.0,0.6282826900491818,1,2
3580088,0.0,0.0,0.3539560514921607,-1,0
3580192,0.0,0.0,0.3539560514921607,-1,0
3580156,0.0,0.0,0.3539560514921607,-1,0
3580168,0.0,0.0,0.6054321344782831,0,-1
3580220,0.05893323479191541,3.0,0.4053784905265786,0,1
3580161,0.08749642925553869,3.0,0.42822904609747725,1,1
3580165,0.0,0.0,0.6683030402403549,-1,-1
3580263,0.0,0.0,0.6683030402403549,-1,-1
3580314,0.0,0.0,0.3539560514921607,-1,0
3580307,0.0,0.0,0.6683030402403549,-1,-1
3580317,0.0,0.0,0.6683030402403549,-1,-1
3580311,0.0,0.0,0.3539560514921607,-1,0
3588623,0.0,0.0,0.46824939628865037,-1,1
3580331,0.0,0.0,0.3539560514921607,-1,0
3580372,0.0,0.0,0.46824939628865037,-1,1
3580554,0.0,0.0,0.6683030402403549,-1,-1
3580574,0.15419701290749385,6.0,0.6683030402403549,2,2
3580662,0.0,0.0,0.6054321344782831,0,-1
