idSess,w,t_dis,g,idx_theta_w,idx_theta_l
3263617,6.999714340443095,6.0,0.6282826900491818,1,2
3263552,12.335761032599509,3.0,0.46824939628865037,-1,1
3263694,4.714658783353233,6.0,0.6054321344782831,0,2
3263706,12.335761032599509,3.0,0.46824939628865037,-1,1
3263753,12.335761032599509,6.0,0.6683030402403549,-1,-1
3263781,12.335761032599509,6.0,0.6683030402403549,2,2
3263887,6.999714340443095,6.0,0.6282826900491818,1,2
3264002,12.335761032599509,3.0,0.46824939628865037,2,1
3263986,12.335761032599509,2.0,0.3539560514921607,2,0
3264007,12.335761032599509,6.0,0.6683030402403549,-1,2
3264097,4.714658783353233,6.0,0.6054321344782831,0,-1
3264248,12.335761032599509,2.0,0.3539560514921607,2,0
3264278,4.714658783353233,6.0,0.6054321344782831,0,-1
3264289,12.335761032599509,3.0,0.46824939628865037,-1,1
3264328,4.714658783353233,6.0,0.6054321344782831,0,-1
3264326,12.335761032599509,2.0,0.3539560514921607,-1,0
3264322,4.714658783353233,3.0,0.4053784905265786,0,1
3264325,12.335761032599509,3.0,0.46824939628865037,-1,1
3264379,12.335761032599509,3.0,0.46824939628865037,-1,1
3264470,12.335761032599509,6.0,0.6683030402403549,-1,-1
3264458,12.335761032599509,6.0,0.6683030402403549,-1,-1
3264493,12.335761032599509,6.0,0.6683030402403549,-1,2
3264507,12.335761032599509,6.0,0.6683030402403549,-1,-1
3264539,12.335761032599509,3.0,0.46824939628865037,2,1
3264650,12.335761032599509,6.0,0.6683030402403549,-1,-1
3264703,12.335761032599509,3.0,0.46824939628865037,-1,1
3264656,4.714658783353233,3.0,0.4053784905265786,0,1
3264654,4.714658783353233,3.0,0.4053784905265786,0,1
3264706,12.335761032599509,2.0,0.3539560514921607,2,0
3264729,4.714658783353233,6.0,0.6054321344782831,0,-1
3264831,6.999714340443095,3.0,0.42822904609747725,1,1
3264826,12.335761032599509,2.0,0.3539560514921607,2,0
3264865,4.714658783353233,3.0,0.4053784905265786,0,1
3264885,6.999714340443095,6.0,0.6282826900491818,1,2
3264961,12.335761032599509,6.0,0.6683030402403549,-1,-1
3264938,12.335761032599509,2.0,0.3539560514921607,2,0
3265030,4.714658783353233,6.0,0.6054321344782831,0,-1
3265007,4.714658783353233,6.0,0.6054321344782831,0,-1
3265012,12.335761032599509,3.0,0.46824939628865037,-1,1
3265020,4.714658783353233,3.0,0.4053784905265786,0,1
3265111,12.335761032599509,2.0,0.3539560514921607,-1,0
3265118,4.714658783353233,6.0,0.6054321344782831,0,-1
3265112,6.999714340443095,3.0,0.42822904609747725,1,1
3265170,12.335761032599509,2.0,0.3539560514921607,-1,0
3265153,12.335761032599509,6.0,0.6683030402403549,-1,-1
3265431,4.714658783353233,6.0,0.6054321344782831,0,-1
3265410,12.335761032599509,6.0,0.6683030402403549,-1,-1
3265380,12.335761032599509,6.0,0.6683030402403549,2,2
3265436,12.335761032599509,3.0,0.46824939628865037,-1,1
3265438,6.999714340443095,6.0,0.6282826900491818,1,-1
3265551,12.335761032599509,3.0,0.46824939628865037,-1,1
3265622,6.999714340443095,6.0,0.6282826900491818,1,-1
3265647,12.335761032599509,2.0,0.3539560514921607,-1,0
3265652,12.335761032599509,6.0,0.6683030402403549,-1,-1
3265681,4.714658783353233,3.0,0.4053784905265786,0,1
3265755,12.335761032599509,6.0,0.6683030402403549,-1,-1
3265711,12.335761032599509,3.0,0.46824939628865037,-1,1
3265801,12.335761032599509,6.0,0.6683030402403549,-1,-1
3265835,4.714658783353233,6.0,0.6054321344782831,0,-1
3265860,4.714658783353233,6.0,0.6054321344782831,0,-1
3265916,6.999714340443095,3.0,0.42822904609747725,1,1
3265881,6.999714340443095,6.0,0.6282826900491818,1,2
3265885,6.999714340443095,6.0,0.6282826900491818,1,2
3266022,4.714658783353233,6.0,0.6054321344782831,0,-1
3266021,12.335761032599509,6.0,0.6683030402403549,2,2
3266040,4.714658783353233,6.0,0.6054321344782831,0,2
3266090,12.335761032599509,3.0,0.46824939628865037,-1,1
3266100,12.335761032599509,3.0,0.46824939628865037,2,1
3266145,6.999714340443095,6.0,0.6282826900491818,1,-1
3266117,12.335761032599509,6.0,0.6683030402403549,-1,-1
3266216,12.335761032599509,2.0,0.3539560514921607,-1,0
3266190,4.714658783353233,3.0,0.4053784905265786,0,1
3266297,6.999714340443095,6.0,0.6282826900491818,1,-1
3266302,4.714658783353233,6.0,0.6054321344782831,0,-1
3266239,12.335761032599509,3.0,0.46824939628865037,-1,1
3266371,4.714658783353233,6.0,0.6054321344782831,0,-1
3266376,12.335761032599509,2.0,0.3539560514921607,-1,0
3266423,12.335761032599509,3.0,0.46824939628865037,-1,1
3266437,12.335761032599509,6.0,0.6683030402403549,-1,-1
3266328,12.335761032599509,6.0,0.6683030402403549,-1,-1
3266396,12.335761032599509,3.0,0.46824939628865037,-1,1
3266414,4.714658783353233,3.0,0.4053784905265786,0,1
3266412,12.335761032599509,3.0,0.46824939628865037,-1,1
3266526,4.714658783353233,6.0,0.6054321344782831,0,-1
3266460,4.714658783353233,6.0,0.6054321344782831,0,-1
3266520,12.335761032599509,2.0,0.3539560514921607,2,0
3266734,12.335761032599509,2.0,0.3539560514921607,-1,0
3266756,12.335761032599509,6.0,0.6683030402403549,-1,-1
3266791,4.714658783353233,6.0,0.6054321344782831,0,-1
3266825,4.714658783353233,6.0,0.6054321344782831,0,-1
3266817,4.714658783353233,3.0,0.4053784905265786,0,1
3266951,12.335761032599509,2.0,0.3539560514921607,2,0
3267059,12.335761032599509,3.0,0.46824939628865037,-1,1
3267131,12.335761032599509,3.0,0.46824939628865037,2,1
3267224,6.999714340443095,3.0,0.42822904609747725,1,1
3267267,6.999714340443095,3.0,0.42822904609747725,1,1
3267266,12.335761032599509,6.0,0.6683030402403549,-1,-1
3267625,12.335761032599509,3.0,0.46824939628865037,-1,1
3267282,12.335761032599509,6.0,0.6683030402403549,-1,-1
3267322,12.335761032599509,2.0,0.3539560514921607,-1,0
3267534,12.335761032599509,6.0,0.6683030402403549,-1,-1
3267569,12.335761032599509,2.0,0.3539560514921607,-1,0
3267570,4.714658783353233,6.0,0.6054321344782831,0,-1
3267777,6.999714340443095,3.0,0.42822904609747725,1,1
3267759,12.335761032599509,3.0,0.46824939628865037,-1,1
3267850,6.999714340443095,3.0,0.42822904609747725,1,1
3267916,12.335761032599509,2.0,0.3539560514921607,2,0
3267953,12.335761032599509,2.0,0.3539560514921607,2,0
3268088,12.335761032599509,6.0,0.6683030402403549,-1,-1
3268072,12.335761032599509,3.0,0.46824939628865037,2,1
3268057,12.335761032599509,6.0,0.6683030402403549,-1,-1
3268171,6.999714340443095,3.0,0.42822904609747725,1,1
3268165,4.714658783353233,6.0,0.6054321344782831,0,2
3268148,4.714658783353233,6.0,0.6054321344782831,0,-1
3268145,4.714658783353233,3.0,0.4053784905265786,0,1
3268115,12.335761032599509,6.0,0.6683030402403549,-1,-1
3268271,12.335761032599509,2.0,0.3539560514921607,-1,0
3268444,12.335761032599509,6.0,0.6683030402403549,-1,-1
3268417,12.335761032599509,2.0,0.3539560514921607,-1,0
3268455,12.335761032599509,6.0,0.6683030402403549,-1,-1
3268574,12.335761032599509,6.0,0.6683030402403549,-1,-1
3268553,12.335761032599509,6.0,0.6683030402403549,-1,-1
3268535,6.999714340443095,3.0,0.42822904609747725,1,1
3268582,6.999714340443095,6.0,0.6282826900491818,1,-1
3268613,12.335761032599509,6.0,0.6683030402403549,-1,-1
3268699,12.335761032599509,2.0,0.3539560514921607,-1,0
3268746,6.999714340443095,3.0,0.42822904609747725,1,1
3268947,12.335761032599509,3.0,0.46824939628865037,-1,1
3268914,12.335761032599509,2.0,0.3539560514921607,-1,0
3268961,12.335761032599509,2.0,0.3539560514921607,2,0
3269016,12.335761032599509,6.0,0.6683030402403549,-1,2
3269000,4.714658783353233,6.0,0.6054321344782831,0,-1
3269036,6.999714340443095,3.0,0.42822904609747725,1,1
3269044,12.335761032599509,2.0,0.3539560514921607,2,0
3269075,12.335761032599509,6.0,0.6683030402403549,2,2
3269090,12.335761032599509,6.0,0.6683030402403549,-1,-1
3269240,4.714658783353233,6.0,0.6054321344782831,0,-1
3269152,4.714658783353233,3.0,0.4053784905265786,0,1
3269230,12.335761032599509,6.0,0.6683030402403549,2,2
3269249,4.714658783353233,6.0,0.6054321344782831,0,2
3269288,12.335761032599509,6.0,0.6683030402403549,-1,-1
3269314,12.335761032599509,6.0,0.6683030402403549,2,2
3269374,12.335761032599509,3.0,0.46824939628865037,-1,1
3269424,12.335761032599509,2.0,0.3539560514921607,-1,0
3269427,4.714658783353233,6.0,0.6054321344782831,0,-1
3269410,4.714658783353233,6.0,0.6054321344782831,0,2
3269441,6.999714340443095,3.0,0.42822904609747725,1,1
3269483,12.335761032599509,6.0,0.6683030402403549,-1,-1
3269447,4.714658783353233,6.0,0.6054321344782831,0,-1
3269525,12.335761032599509,6.0,0.6683030402403549,-1,-1
3269543,4.714658783353233,6.0,0.6054321344782831,0,-1
3269602,12.335761032599509,3.0,0.46824939628865037,-1,1
3269593,4.714658783353233,6.0,0.6054321344782831,0,-1
3269665,12.335761032599509,6.0,0.6683030402403549,-1,-1
3269672,12.335761032599509,6.0,0.6683030402403549,-1,-1
3269686,4.714658783353233,6.0,0.6054321344782831,0,-1
3269716,4.714658783353233,6.0,0.6054321344782831,0,-1
3269940,12.335761032599509,3.0,0.46824939628865037,-1,1
3269984,12.335761032599509,6.0,0.6683030402403549,-1,2
3270034,12.335761032599509,6.0,0.6683030402403549,-1,-1
3270017,12.335761032599509,6.0,0.6683030402403549,-1,-1
3270009,12.335761032599509,6.0,0.6683030402403549,2,2
3270137,4.714658783353233,6.0,0.6054321344782831,0,2
3270297,6.999714340443095,3.0,0.42822904609747725,1,1
3270316,4.714658783353233,6.0,0.6054321344782831,0,-1
3270217,12.335761032599509,2.0,0.3539560514921607,2,0
3270370,12.335761032599509,6.0,0.6683030402403549,-1,-1
3270381,12.335761032599509,6.0,0.6683030402403549,-1,-1
3270420,4.714658783353233,3.0,0.4053784905265786,0,1
3270418,12.335761032599509,2.0,0.3539560514921607,2,0
3270447,12.335761032599509,6.0,0.6683030402403549,-1,-1
3270558,12.335761032599509,6.0,0.6683030402403549,-1,2
3270656,4.714658783353233,6.0,0.6054321344782831,0,-1
3270722,4.714658783353233,6.0,0.6054321344782831,0,-1
3270780,12.335761032599509,6.0,0.6683030402403549,-1,-1
3270857,4.714658783353233,6.0,0.6054321344782831,0,2
3270960,12.335761032599509,6.0,0.6683030402403549,-1,-1
3271015,12.335761032599509,2.0,0.3539560514921607,2,0
3271079,4.714658783353233,6.0,0.6054321344782831,0,-1
3271070,4.714658783353233,3.0,0.4053784905265786,0,1
3271077,12.335761032599509,3.0,0.46824939628865037,-1,1
3271148,4.714658783353233,6.0,0.6054321344782831,0,-1
3271171,4.714658783353233,3.0,0.4053784905265786,0,1
3271317,12.335761032599509,3.0,0.46824939628865037,-1,1
3271420,12.335761032599509,3.0,0.46824939628865037,-1,1
3271356,4.714658783353233,6.0,0.6054321344782831,0,-1
3271557,12.335761032599509,6.0,0.6683030402403549,-1,-1
3271549,4.714658783353233,6.0,0.6054321344782831,0,-1
3271539,4.714658783353233,3.0,0.4053784905265786,0,1
3271533,12.335761032599509,3.0,0.46824939628865037,-1,1
3271503,4.714658783353233,6.0,0.6054321344782831,0,-1
3271511,4.714658783353233,6.0,0.6054321344782831,0,-1
3271594,4.714658783353233,3.0,0.4053784905265786,0,1
3271579,4.714658783353233,6.0,0.6054321344782831,0,2
3271662,12.335761032599509,2.0,0.3539560514921607,-1,0
3271677,4.714658783353233,3.0,0.4053784905265786,0,1
3271640,12.335761032599509,3.0,0.46824939628865037,-1,1
3271735,12.335761032599509,3.0,0.46824939628865037,-1,1
3271767,6.999714340443095,3.0,0.42822904609747725,1,1
3271812,4.714658783353233,6.0,0.6054321344782831,0,-1
3271891,4.714658783353233,6.0,0.6054321344782831,0,-1
3271871,12.335761032599509,3.0,0.46824939628865037,-1,1
3271958,12.335761032599509,3.0,0.46824939628865037,-1,1
3271944,4.714658783353233,6.0,0.6054321344782831,0,-1
3272022,12.335761032599509,6.0,0.6683030402403549,-1,-1
3272268,4.714658783353233,6.0,0.6054321344782831,0,-1
3271979,12.335761032599509,3.0,0.46824939628865037,-1,1
3272041,4.714658783353233,6.0,0.6054321344782831,0,-1
3272042,4.714658783353233,3.0,0.4053784905265786,0,1
3272080,12.335761032599509,3.0,0.46824939628865037,-1,1
3272079,12.335761032599509,3.0,0.46824939628865037,2,1
3272119,4.714658783353233,3.0,0.4053784905265786,0,1
3272203,12.335761032599509,6.0,0.6683030402403549,2,2
3272304,12.335761032599509,3.0,0.46824939628865037,-1,1
3272498,4.714658783353233,6.0,0.6054321344782831,0,-1
3272576,12.335761032599509,6.0,0.6683030402403549,-1,-1
3272624,12.335761032599509,3.0,0.46824939628865037,-1,1
3272587,4.714658783353233,3.0,0.4053784905265786,0,1
3272563,12.335761032599509,2.0,0.3539560514921607,2,0
3272668,4.714658783353233,6.0,0.6054321344782831,0,-1
3272683,12.335761032599509,6.0,0.6683030402403549,-1,-1
3272671,4.714658783353233,6.0,0.6054321344782831,0,-1
3272740,12.335761032599509,3.0,0.46824939628865037,-1,1
3272770,12.335761032599509,6.0,0.6683030402403549,-1,-1
3272836,6.999714340443095,6.0,0.6282826900491818,1,-1
3272799,12.335761032599509,6.0,0.6683030402403549,-1,-1
3272845,4.714658783353233,6.0,0.6054321344782831,0,-1
3272881,12.335761032599509,6.0,0.6683030402403549,-1,-1
3273061,4.714658783353233,6.0,0.6054321344782831,0,-1
3273049,4.714658783353233,6.0,0.6054321344782831,0,-1
3273103,4.714658783353233,6.0,0.6054321344782831,0,-1
3273135,4.714658783353233,6.0,0.6054321344782831,0,-1
3273223,12.335761032599509,6.0,0.6683030402403549,-1,-1
3273196,4.714658783353233,6.0,0.6054321344782831,0,-1
3273265,12.335761032599509,3.0,0.46824939628865037,-1,1
3273408,12.335761032599509,2.0,0.3539560514921607,-1,0
3273501,12.335761032599509,3.0,0.46824939628865037,2,1
3273541,4.714658783353233,6.0,0.6054321344782831,0,-1
3273590,12.335761032599509,3.0,0.46824939628865037,-1,1
3273646,12.335761032599509,6.0,0.6683030402403549,-1,-1
3273659,12.335761032599509,3.0,0.46824939628865037,-1,1
3273809,4.714658783353233,6.0,0.6054321344782831,0,-1
3273822,4.714658783353233,6.0,0.6054321344782831,0,-1
3273893,6.999714340443095,6.0,0.6282826900491818,1,-1
3273874,12.335761032599509,6.0,0.6683030402403549,-1,-1
3273903,12.335761032599509,6.0,0.6683030402403549,-1,-1
3273929,4.714658783353233,6.0,0.6054321344782831,0,-1
3274021,12.335761032599509,6.0,0.6683030402403549,-1,-1
3273970,12.335761032599509,2.0,0.3539560514921607,-1,0
3274025,4.714658783353233,6.0,0.6054321344782831,0,-1
3274017,4.714658783353233,6.0,0.6054321344782831,0,-1
3273955,12.335761032599509,3.0,0.46824939628865037,-1,1
3273987,12.335761032599509,6.0,0.6683030402403549,-1,-1
3274035,12.335761032599509,2.0,0.3539560514921607,-1,0
3274068,12.335761032599509,2.0,0.3539560514921607,2,0
3274171,12.335761032599509,6.0,0.6683030402403549,-1,-1
3274160,4.714658783353233,3.0,0.4053784905265786,0,1
3274310,12.335761032599509,3.0,0.46824939628865037,-1,1
3274316,12.335761032599509,3.0,0.46824939628865037,-1,1
3274255,6.999714340443095,6.0,0.6282826900491818,1,2
3274424,12.335761032599509,6.0,0.6683030402403549,-1,-1
3274359,12.335761032599509,3.0,0.46824939628865037,-1,1
3274348,12.335761032599509,2.0,0.3539560514921607,2,0
3274497,4.714658783353233,6.0,0.6054321344782831,0,-1
3274591,12.335761032599509,2.0,0.3539560514921607,-1,0
3274561,12.335761032599509,6.0,0.6683030402403549,-1,-1
3274618,4.714658783353233,6.0,0.6054321344782831,0,-1
3274617,6.999714340443095,3.0,0.42822904609747725,1,1
3274648,12.335761032599509,3.0,0.46824939628865037,2,1
3274686,12.335761032599509,6.0,0.6683030402403549,-1,-1
3274714,12.335761032599509,6.0,0.6683030402403549,-1,-1
3274741,12.335761032599509,3.0,0.46824939628865037,-1,1
3274767,12.335761032599509,3.0,0.46824939628865037,-1,1
3274781,4.714658783353233,6.0,0.6054321344782831,0,-1
3274826,12.335761032599509,6.0,0.6683030402403549,-1,-1
3274827,12.335761032599509,6.0,0.6683030402403549,-1,-1
3274823,4.714658783353233,6.0,0.6054321344782831,0,-1
3274855,6.999714340443095,3.0,0.42822904609747725,1,1
3274866,4.714658783353233,6.0,0.6054321344782831,0,2
3274949,12.335761032599509,6.0,0.6683030402403549,-1,-1
3274967,12.335761032599509,6.0,0.6683030402403549,-1,-1
3275026,12.335761032599509,6.0,0.6683030402403549,-1,-1
3275041,4.714658783353233,6.0,0.6054321344782831,0,-1
3275035,4.714658783353233,6.0,0.6054321344782831,0,-1
3275080,12.335761032599509,3.0,0.46824939628865037,-1,1
3275223,12.335761032599509,6.0,0.6683030402403549,-1,-1
3275263,6.999714340443095,3.0,0.42822904609747725,1,1
3275340,12.335761032599509,3.0,0.46824939628865037,-1,1
3275354,12.335761032599509,6.0,0.6683030402403549,-1,-1
3275458,6.999714340443095,3.0,0.42822904609747725,1,1
3275430,12.335761032599509,6.0,0.6683030402403549,-1,-1
3275482,12.335761032599509,3.0,0.46824939628865037,-1,1
3275486,12.335761032599509,6.0,0.6683030402403549,-1,-1
3275499,12.335761032599509,6.0,0.6683030402403549,-1,2
3275528,6.999714340443095,6.0,0.6282826900491818,1,2
3275592,12.335761032599509,2.0,0.3539560514921607,2,0
3275642,12.335761032599509,3.0,0.46824939628865037,-1,1
3275628,4.714658783353233,6.0,0.6054321344782831,0,-1
3275665,6.999714340443095,3.0,0.42822904609747725,1,1
3275760,4.714658783353233,6.0,0.6054321344782831,0,-1
3275757,6.999714340443095,6.0,0.6282826900491818,1,2
3275773,4.714658783353233,6.0,0.6054321344782831,0,-1
3275812,6.999714340443095,3.0,0.42822904609747725,1,1
3275779,4.714658783353233,6.0,0.6054321344782831,0,2
3275781,6.999714340443095,3.0,0.42822904609747725,1,1
3275886,12.335761032599509,6.0,0.6683030402403549,-1,-1
3275910,12.335761032599509,6.0,0.6683030402403549,-1,-1
3275932,4.714658783353233,6.0,0.6054321344782831,0,-1
3276001,12.335761032599509,6.0,0.6683030402403549,-1,-1
3276033,4.714658783353233,6.0,0.6054321344782831,0,-1
3276034,12.335761032599509,6.0,0.6683030402403549,-1,-1
3276115,12.335761032599509,3.0,0.46824939628865037,-1,1
3276143,12.335761032599509,6.0,0.6683030402403549,-1,-1
3276179,12.335761032599509,2.0,0.3539560514921607,-1,0
3276173,4.714658783353233,3.0,0.4053784905265786,0,1
3276249,6.999714340443095,3.0,0.42822904609747725,1,1
3276277,12.335761032599509,3.0,0.46824939628865037,-1,1
3276236,12.335761032599509,6.0,0.6683030402403549,2,2
3276370,12.335761032599509,3.0,0.46824939628865037,-1,1
3276503,12.335761032599509,6.0,0.6683030402403549,-1,-1
3276430,12.335761032599509,3.0,0.46824939628865037,-1,1
3276464,12.335761032599509,6.0,0.6683030402403549,-1,2
3276513,4.714658783353233,6.0,0.6054321344782831,0,-1
3276604,12.335761032599509,2.0,0.3539560514921607,2,0
3276594,12.335761032599509,2.0,0.3539560514921607,2,0
3276794,12.335761032599509,6.0,0.6683030402403549,-1,-1
3276697,4.714658783353233,6.0,0.6054321344782831,0,-1
3276706,4.714658783353233,3.0,0.4053784905265786,0,1
3276826,4.714658783353233,3.0,0.4053784905265786,0,1
3276701,12.335761032599509,3.0,0.46824939628865037,-1,1
3276802,12.335761032599509,6.0,0.6683030402403549,-1,2
3276784,12.335761032599509,6.0,0.6683030402403549,2,2
3276752,4.714658783353233,6.0,0.6054321344782831,0,-1
3276840,12.335761032599509,3.0,0.46824939628865037,-1,1
3276900,4.714658783353233,6.0,0.6054321344782831,0,-1
3276947,12.335761032599509,6.0,0.6683030402403549,-1,-1
3277124,6.999714340443095,6.0,0.6282826900491818,1,-1
3277155,12.335761032599509,3.0,0.46824939628865037,-1,1
3277118,6.999714340443095,3.0,0.42822904609747725,1,1
3277211,12.335761032599509,3.0,0.46824939628865037,-1,1
3277294,4.714658783353233,6.0,0.6054321344782831,0,2
3277317,12.335761032599509,2.0,0.3539560514921607,-1,0
3277330,12.335761032599509,6.0,0.6683030402403549,-1,-1
3277300,12.335761032599509,6.0,0.6683030402403549,-1,-1
3277415,4.714658783353233,3.0,0.4053784905265786,0,1
3277485,12.335761032599509,3.0,0.46824939628865037,-1,1
3277561,6.999714340443095,6.0,0.6282826900491818,1,2
3277594,12.335761032599509,3.0,0.46824939628865037,-1,1
3277609,6.999714340443095,3.0,0.42822904609747725,1,1
3277618,4.714658783353233,6.0,0.6054321344782831,0,-1
3277605,12.335761032599509,6.0,0.6683030402403549,-1,2
3277683,12.335761032599509,3.0,0.46824939628865037,-1,1
3277725,12.335761032599509,6.0,0.6683030402403549,-1,-1
3277751,12.335761032599509,3.0,0.46824939628865037,-1,1
3277814,4.714658783353233,6.0,0.6054321344782831,0,2
3277920,4.714658783353233,6.0,0.6054321344782831,0,-1
3277890,12.335761032599509,2.0,0.3539560514921607,-1,0
3277983,4.714658783353233,6.0,0.6054321344782831,0,-1
3278078,4.714658783353233,6.0,0.6054321344782831,0,-1
3278011,4.714658783353233,6.0,0.6054321344782831,0,-1
3278076,12.335761032599509,3.0,0.46824939628865037,-1,1
3278158,12.335761032599509,6.0,0.6683030402403549,-1,-1
3278157,12.335761032599509,6.0,0.6683030402403549,-1,-1
3278181,12.335761032599509,6.0,0.6683030402403549,-1,-1
3278210,4.714658783353233,6.0,0.6054321344782831,0,-1
3278338,12.335761032599509,2.0,0.3539560514921607,-1,0
3278341,12.335761032599509,3.0,0.46824939628865037,-1,1
3278331,4.714658783353233,6.0,0.6054321344782831,0,-1
3278353,12.335761032599509,6.0,0.6683030402403549,-1,-1
3278440,12.335761032599509,6.0,0.6683030402403549,-1,-1
3278408,12.335761032599509,6.0,0.6683030402403549,-1,-1
3278485,12.335761032599509,2.0,0.3539560514921607,-1,0
3278623,12.335761032599509,3.0,0.46824939628865037,-1,1
3278619,4.714658783353233,6.0,0.6054321344782831,0,-1
3278717,12.335761032599509,6.0,0.6683030402403549,-1,-1
3278640,4.714658783353233,6.0,0.6054321344782831,0,-1
3278718,12.335761032599509,6.0,0.6683030402403549,-1,-1
3278722,4.714658783353233,6.0,0.6054321344782831,0,-1
3278759,4.714658783353233,3.0,0.4053784905265786,0,1
3278772,12.335761032599509,2.0,0.3539560514921607,2,0
3278792,4.714658783353233,3.0,0.4053784905265786,0,1
3278845,4.714658783353233,3.0,0.4053784905265786,0,1
3278912,12.335761032599509,2.0,0.3539560514921607,2,0
3278904,12.335761032599509,6.0,0.6683030402403549,-1,-1
3278921,12.335761032599509,6.0,0.6683030402403549,-1,-1
3278954,12.335761032599509,3.0,0.46824939628865037,-1,1
3279121,12.335761032599509,6.0,0.6683030402403549,-1,-1
3279075,12.335761032599509,2.0,0.3539560514921607,2,0
3279068,12.335761032599509,6.0,0.6683030402403549,-1,2
3279130,12.335761032599509,6.0,0.6683030402403549,-1,-1
3279114,12.335761032599509,6.0,0.6683030402403549,2,2
3279298,12.335761032599509,6.0,0.6683030402403549,-1,-1
3279316,12.335761032599509,3.0,0.46824939628865037,-1,1
3279284,12.335761032599509,6.0,0.6683030402403549,2,2
3279348,12.335761032599509,3.0,0.46824939628865037,-1,1
3279377,4.714658783353233,6.0,0.6054321344782831,0,-1
3279379,4.714658783353233,6.0,0.6054321344782831,0,-1
3279446,12.335761032599509,6.0,0.6683030402403549,-1,-1
3279540,4.714658783353233,6.0,0.6054321344782831,0,-1
3279556,12.335761032599509,2.0,0.3539560514921607,-1,0
3279646,12.335761032599509,6.0,0.6683030402403549,-1,-1
3279764,4.714658783353233,3.0,0.4053784905265786,0,1
3279662,4.714658783353233,6.0,0.6054321344782831,0,-1
3279694,12.335761032599509,6.0,0.6683030402403549,2,2
3279837,12.335761032599509,6.0,0.6683030402403549,-1,-1
3279886,12.335761032599509,6.0,0.6683030402403549,-1,-1
3279933,12.335761032599509,3.0,0.46824939628865037,-1,1
3279888,12.335761032599509,3.0,0.46824939628865037,-1,1
3279914,6.999714340443095,3.0,0.42822904609747725,1,1
3279966,4.714658783353233,6.0,0.6054321344782831,0,-1
3279959,4.714658783353233,3.0,0.4053784905265786,0,1
3279967,12.335761032599509,6.0,0.6683030402403549,-1,-1
3280233,4.714658783353233,3.0,0.4053784905265786,0,1
3280204,6.999714340443095,3.0,0.42822904609747725,1,1
3280171,4.714658783353233,6.0,0.6054321344782831,0,-1
3280117,4.714658783353233,6.0,0.6054321344782831,0,-1
3280297,4.714658783353233,6.0,0.6054321344782831,0,-1
3280373,4.714658783353233,3.0,0.4053784905265786,0,1
3280364,6.999714340443095,3.0,0.42822904609747725,1,1
3280369,6.999714340443095,6.0,0.6282826900491818,1,2
3280444,12.335761032599509,6.0,0.6683030402403549,-1,-1
3280540,4.714658783353233,6.0,0.6054321344782831,0,-1
3280514,4.714658783353233,6.0,0.6054321344782831,0,-1
3280497,12.335761032599509,3.0,0.46824939628865037,-1,1
3280504,4.714658783353233,6.0,0.6054321344782831,0,-1
3280556,12.335761032599509,6.0,0.6683030402403549,-1,-1
3280679,12.335761032599509,2.0,0.3539560514921607,-1,0
